,RUT_ENMASCARADO,PERS_SEXO,EDAD,CODUA,ANNIO_INGRESO,RAMA_EDUCACIONAL,PROVINCIA_ESTAB_EDUC,BEA,GRUPO_DEPENDENCIA,ANNIO_EGRESO_E_MEDIA,PROM_NOTAS_E_MEDIA,PUNTAJE_NEM,PUNTAJE_RANKING,PTJE_LENGUAJE,PTJE_MATEMATICA,PTJE_HIST_CS_SOCIALES,PTJE_CIENCIAS,PROM_LENG_Y_MAT,PTJE_PONDERADO,SITUACION_EGRESO_EDUCACIONAL,INGRESO_BRUTO_FAMILIAR,PROMEDIO_PRIMER_ANNIO,PROMEDIO_ALUMNO_EN_CARRERA,CANT_RAMOS_INSCRITOS_CARRERA,CANT_RAMOS_APROBADOS_CARRERA,CANT_RAMOS_PLAN_CARRERA,PORCENTAJE_AVANCE_CARRERA,CANT_RAMOS_OP2,CANT_RAMOS_OP3,CANT_RAMOS_OP4,DESERTA
1103,20149799,M,Edad 17-23,Ingeco,2020,H1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,5.0,451.0,453.0,562.0,545.0,522.7393162393163,432.0,553.0,491.0,Prom.Ant: Nac–alumno regular,3.0,4.95,4.57,22,20,56,35.71,0,0,0,0
1105,20149878,M,Edad 17-23,Enfermeria,2019,H1,EL LOA,SIN BEA,Municipal,Egreso media 2015-2020,5.9,600.0,622.0,690.0,702.0,522.7393162393163,682.0,696.0,655.0,Prom.Ant: Nac–alumno regular,3.0,5.46,5.87,35,35,56,62.5,0,0,0,0
1108,20154170,F,Edad 24-26,Enfermeria,2017,H1,EL LOA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.2,661.0,672.0,639.0,537.0,522.7393162393163,597.0,588.0,627.0,Prom.Año: Nac–alumno regular,8.0,5.46,5.86,55,55,56,98.21,0,0,0,0
1113,20161289,F,Edad 24-26,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.28,678.0,700.0,663.0,719.0,522.7393162393163,674.0,691.0,687.0,Prom.Ant: Nac–alumno regular,10.0,5.47,5.98,44,44,56,78.57,0,0,0,0
1117,20181982,F,Edad 17-23,Enfermeria,2018,H1,TOCOPILLA,BEA,Municipal,Egreso media 2015-2020,6.23,667.0,761.0,273.0,363.0,522.7393162393163,443.0,318.0,816.0,Prom.Año: Nac–alumno regular,2.0,4.78,4.51,44,33,56,58.93,5,1,0,0
1121,20182068,M,Edad 17-23,Enfermeria,2018,H1,TOCOPILLA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,671.0,714.0,635.0,591.0,714.0,613.0,613.0,687.0,Prom.Ant: Nac–alumno regular,1.0,5.38,4.92,18,18,56,32.14,0,0,0,1
1125,20235849,F,Edad 24-26,Enfermeria,2017,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.6,538.0,539.0,579.0,606.0,522.7393162393163,574.0,592.5,563.0,Prom.Año: Nac–alumno regular,8.0,5.42,5.79,55,55,56,98.21,0,0,0,0
1130,20267138,M,Edad 24-26,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.0,414.0,425.0,445.0,580.0,522.7393162393163,541.0,512.5,599.0808080808081,Prom.Ant: Nac–alumno regular,10.0,2.25,1.79,9,1,56,1.79,0,0,0,1
1133,20267244,F,Edad 24-26,Enfermeria,2020,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.3,682.0,704.0,571.0,523.0,522.7393162393163,524.0,547.0,599.0808080808081,Prom.Año: Nac–alumno regular,9.0,5.96,6.01,25,25,56,44.64,0,0,0,0
1135,20267248,F,Edad 24-26,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.98,616.0,618.0,549.0,611.0,522.7393162393163,602.0,580.0,599.0808080808081,Prom.Año: Nac–alumno regular,10.0,5.6,6.08,41,41,56,73.21,0,0,0,0
1139,20267262,F,Edad 24-26,Enfermeria,2017,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.33,688.0,788.0,743.0,651.0,522.7393162393163,639.0,697.0,706.0,Prom.Año: Nac–alumno regular,5.0,6.19,6.34,55,55,56,98.21,0,0,0,0
1144,20267294,M,Edad 24-26,Enfermeria,2017,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.88,595.0,595.0,527.0,583.0,522.7393162393163,540.0,555.0,573.0,Prom.Año: Nac–alumno regular,8.0,5.36,5.78,55,55,56,98.21,0,0,0,0
1149,20267311,F,Edad 24-26,Enfermeria,2017,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.5,517.0,517.0,549.0,543.0,522.7393162393163,619.0,546.0,538.0,Prom.Año: Nac–alumno regular,7.0,5.56,5.7,57,55,56,98.21,0,0,0,0
1154,20267344,F,Edad 24-26,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.65,754.0,783.0,588.0,591.0,522.7393162393163,576.0,589.5,676.0,Prom.Ant: Nac–alumno regular,4.0,5.66,6.12,44,44,56,78.57,0,0,0,0
1158,20267345,F,Edad 24-26,Enfermeria,2017,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.38,698.0,740.0,579.0,616.0,522.7393162393163,615.0,597.5,657.0,Prom.Año: Nac–alumno regular,10.0,5.22,5.79,55,55,56,98.21,0,0,0,0
1163,20267354,M,Edad 24-26,Ingeco,2018,H1,OTRA PROVINCIA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.28,472.0,472.0,612.0,564.0,651.0,529.039387308534,588.0,538.0,Prom.Año: Nac–alumno regular,4.0,1.02,1.02,5,0,56,70.70698795180724,0,0,0,1
1167,20267676,M,Edad 24-26,Ingeco,2017,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.68,554.0,568.0,516.0,514.0,522.7393162393163,550.0,515.0,540.0,Prom.Año: Nac–alumno regular,4.0,5.15,3.94,54,35,56,62.5,7,1,0,0
1172,20267680,M,Edad 24-26,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.75,569.0,584.0,595.0,504.0,522.7393162393163,582.0,549.5,565.0,Prom.Año: Nac–alumno regular,3.0,5.6,5.92,32,32,56,57.14,0,0,0,0
1175,20267699,M,Edad 24-26,Enfermeria,2017,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.18,657.0,667.0,586.0,660.0,522.7393162393163,574.0,623.0,637.0,Prom.Año: Nac–alumno regular,9.0,5.44,5.53,56,54,56,96.43,0,0,0,0
1180,20267771,F,Edad 24-26,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.2,673.0,674.0,676.0,620.0,522.7393162393163,631.0,648.0,665.0,Prom.Ant: Nac–alumno regular,10.0,5.26,5.85,34,33,56,58.93,1,0,0,0
1183,20267822,F,Edad 24-26,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.3,476.0,476.0,588.0,507.0,475.0,529.039387308534,547.5,508.0,Prom.Ant: Nac–alumno regular,8.0,4.75,5.24,48,46,56,82.14,0,1,0,0
1187,20267879,F,Edad 24-26,Ingeco,2017,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.6,554.0,555.0,532.0,524.0,526.0,529.039387308534,528.0,550.0,Prom.Ant: Nac–alumno regular,8.0,4.63,4.19,15,12,56,21.43,0,0,0,1
1192,20267957,M,Edad 24-26,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.43,502.0,502.0,674.0,648.0,522.7393162393163,591.0,661.0,574.0,Prom.Año: Nac–alumno regular,9.0,5.22,5.92,44,44,56,78.57,0,0,0,0
1196,20268032,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.0,631.0,638.0,579.0,574.0,547.0,600.0,576.5,599.0808080808081,Prom.Ant: Nac–alumno regular,2.0,5.44,5.94,32,32,56,57.14,0,0,0,0
1199,20268059,M,Edad 17-23,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.43,502.0,502.0,523.0,495.0,436.0,529.039387308534,509.0,499.0,Prom.Año: Nac–alumno regular,9.0,5.18,5.18,7,5,56,8.93,0,0,0,1
1203,20268083,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,BEA,Particular Subvencionado,Egreso media 2015-2020,6.2,673.0,711.0,389.0,482.0,522.7393162393163,521.0,435.5,599.0808080808081,Prom.Ant: Nac–alumno regular,2.0,4.962957516339872,6.2,11,11,56,19.64,7,0,0,1
1207,20268177,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.38,698.0,749.0,628.0,591.0,522.7393162393163,591.0,609.5,662.0,Prom.Año: Nac–alumno regular,7.0,5.4,5.98,44,44,56,78.57,0,0,0,0
1211,20268181,M,Edad 17-23,Ingeco,2019,H1,TOCOPILLA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.4,513.0,520.0,547.0,403.0,522.7393162393163,511.0,475.0,507.0,Prom.Ant: Nac–alumno regular,3.0,2.12,3.1,21,10,56,17.86,3,1,0,0
1214,20268239,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.23,667.0,746.0,558.0,570.0,522.7393162393163,484.0,564.0,623.0,Prom.Año: Nac–alumno regular,6.0,5.24,5.92,44,43,56,76.79,1,0,0,0
1218,20268308,F,Edad 17-23,Enfermeria,2018,H1,EL LOA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.5,723.0,815.0,510.0,596.0,522.7393162393163,606.0,553.0,599.0808080808081,Prom.Año: Nac–alumno regular,8.0,5.58,6.07,44,44,56,78.57,0,0,0,0
1222,20268323,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,788.0,850.0,616.0,704.0,522.7393162393163,649.0,660.0,721.0,Prom.Ant: Nac–alumno regular,8.0,5.64,5.64,12,12,56,21.43,0,0,0,1
1226,20268337,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.58,740.0,827.0,551.0,536.0,522.7393162393163,506.0,543.5,599.0808080808081,Prom.Año: Nac–alumno regular,6.0,4.962957516339872,6.26,11,11,56,19.64,7,0,0,1
1230,20268443,F,Edad 17-23,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.08,637.0,692.0,424.0,527.0,436.0,392.0,475.5,569.0,Prom.Año: Nac–alumno regular,8.0,4.95,5.12,48,46,56,82.14,0,1,0,0
1234,20268445,F,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.58,534.0,534.0,580.0,631.0,530.0,529.0,605.5,559.0,Prom.Año: Nac–alumno regular,3.0,4.28,4.28,10,7,56,12.5,0,0,0,1
1237,20268560,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.2,455.0,455.0,415.0,338.0,522.7393162393163,457.0,376.5,462.0,Prom.Año: Nac–alumno regular,4.0,4.69,4.31,24,18,56,32.14,1,0,0,0
1239,20268613,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.03,626.0,631.0,588.0,636.0,522.7393162393163,674.0,612.0,626.0,Prom.Año: Nac–alumno regular,9.0,5.34,5.6,32,32,56,57.14,0,0,0,0
1242,20268627,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.2,455.0,455.0,336.0,429.0,522.7393162393163,308.0,382.5,599.0808080808081,Prom.Año: Nac–alumno regular,5.0,4.4,3.42,15,10,56,17.86,9,1,0,0
1244,20268787,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,414.0,414.0,433.0,507.0,522.7393162393163,545.0,470.0,599.0808080808081,Prom.Año: Nac–alumno regular,8.0,4.76,4.09,21,14,56,25.0,1,0,0,0
1246,20269043,M,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.35,692.0,758.0,566.0,536.0,522.7393162393163,545.0,551.0,647.0,Prom.Año: Nac–alumno regular,7.0,3.1,3.1,7,5,56,8.93,0,0,0,1
1249,20269109,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.75,775.0,837.0,692.0,564.0,622.0,606.0,628.0,711.0,Prom.Año: Nac–alumno regular,7.0,5.38,6.1,44,44,56,78.57,0,0,0,0
1253,20269134,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.08,637.0,666.0,551.0,619.0,522.7393162393163,615.0,585.0,619.0,Prom.Año: Nac–alumno regular,9.0,5.69,5.83,42,42,56,75.0,0,0,0,0
1257,20269224,M,Edad 17-23,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.88,595.0,595.0,558.0,481.0,522.7393162393163,551.0,519.5,564.0,Prom.Año: Nac–alumno regular,10.0,5.38,4.95,49,47,56,83.93,1,0,0,0
1261,20269231,F,Edad 17-23,Ingeco,2021,H2,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.4,510.0,530.0,430.0,475.0,522.7393162393163,390.0,452.5,480.0,Prom.Año: Nac–alumno regular,6.0,1.76,1.76,7,0,56,70.70698795180724,0,0,0,0
1262,20269369,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,BEA,Particular Subvencionado,Egreso media 2015-2020,6.45,713.0,763.0,654.0,601.0,522.7393162393163,625.0,627.5,680.0,Prom.Año: Nac–alumno regular,2.0,6.15,6.43,44,44,56,78.57,0,0,0,0
1266,20269410,M,Edad 17-23,Ingeco,2018,T1,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.18,658.0,727.0,424.0,448.0,398.0,371.0,436.0,785.0,Prom.Año: Nac–alumno regular,7.0,5.3,5.39,48,46,56,82.14,2,0,0,0
1270,20269481,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.25,672.0,735.0,588.0,591.0,522.7393162393163,582.0,589.5,642.0,Prom.Año: Nac–alumno regular,10.0,5.88,6.28,44,44,56,78.57,0,0,0,0
1274,20269486,M,Edad 17-23,Ingeco,2018,T1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.48,515.0,517.0,489.0,558.0,447.0,409.0,523.5,599.0808080808081,Prom.Año: Nac–alumno regular,4.0,4.34,4.2,46,37,56,66.07,3,0,0,0
1278,20269550,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.05,631.0,663.0,580.0,627.0,522.7393162393163,596.0,603.5,622.0,Prom.Año: Nac–alumno regular,8.0,5.38,6.1,44,44,56,78.57,0,0,0,0
1282,20269571,M,Edad 17-23,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.78,575.0,575.0,588.0,631.0,491.0,558.0,609.5,584.0,Prom.Año: Nac–alumno regular,9.0,4.78,4.15,42,30,56,53.57,6,2,0,0
1286,20272471,F,Edad 17-23,Ingeco,2020,T3,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.6,539.0,552.0,424.0,465.0,424.0,425.0,444.5,599.0808080808081,Prom.Año: Nac–alumno regular,5.0,4.81,5.03,21,20,56,35.71,1,0,0,0
1288,20281316,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,6.48,719.0,803.0,628.0,586.0,522.7393162393163,629.0,607.0,682.0,Prom.Año: Nac–alumno regular,10.0,5.9,6.19,44,44,56,78.57,0,0,0,0
1292,20294264,M,Edad 24-26,Ingeco,2017,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.4,496.0,496.0,586.0,543.0,594.0,529.039387308534,564.5,535.0,Prom.Año: Nac–alumno regular,7.0,4.82,3.56,18,10,56,17.86,1,0,0,1
1297,20304320,F,Edad 17-23,Ingeco,2018,T1,ANTOFAGASTA,BEA,Particular Subvencionado,Egreso media 2015-2020,6.53,729.0,811.0,580.0,536.0,466.0,484.0,558.0,671.0,Prom.Año: Nac–alumno regular,1.0,5.24,5.38,48,46,56,82.14,1,0,0,0
1301,20305527,F,Edad 17-23,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.1,641.0,667.0,551.0,465.0,584.0,529.039387308534,508.0,596.0,Prom.Año: Nac–alumno regular,8.0,4.86,3.21,25,21,56,37.5,1,0,0,1
1305,20305792,F,Edad 17-23,Enfermeria,2018,H1,OTRA PROVINCIA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.15,651.0,677.0,596.0,605.0,536.0,629.0,600.5,633.0,Prom.Año: Nac–alumno regular,1.0,5.42,5.94,44,44,56,78.57,0,0,0,0
1309,20314898,M,Edad 24-26,Enfermeria,2018,T3,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.33,688.0,832.0,510.0,408.0,522.7393162393163,570.0,459.0,881.0,Prom.Año: Nac–alumno regular,2.0,5.16,5.54,36,34,56,60.71,2,0,0,0
1313,20314974,F,Edad 24-26,Enfermeria,2020,H2,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.5,517.0,591.0,452.0,524.0,522.7393162393163,475.0,488.0,530.0,Prom.Ant: Nac–alumno regular,2.0,5.32,5.36,24,22,56,39.29,1,0,0,0
1315,20314983,M,Edad 24-26,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.35,486.0,486.0,551.0,558.0,542.0,425.0,554.5,518.0,Prom.Año: Nac–alumno regular,8.0,5.02,4.53,47,41,56,73.21,4,0,0,0
1319,20315076,M,Edad 24-26,Ingeco,2018,T1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.93,607.0,654.0,306.0,429.0,436.0,409.0,367.5,714.0,Prom.Año: Nac–alumno regular,3.0,4.97,5.26,48,46,56,82.14,2,0,0,0
1323,20316005,M,Edad 17-23,Ingeco,2018,T2,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.18,454.0,454.0,588.0,581.0,522.7393162393163,601.0,584.5,599.0808080808081,Prom.Año: Nac–alumno regular,4.0,2.77,3.68,43,26,56,46.43,7,0,0,0
1327,20316035,F,Edad 17-23,Ingeco,2018,T1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.43,709.0,783.0,474.0,544.0,436.0,484.0,509.0,632.0,Prom.Año: Nac–alumno regular,6.0,5.08,3.42,25,24,56,42.86,1,0,0,1
1331,20316131,M,Edad 17-23,Ingeco,2019,T2,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.1,653.0,679.0,459.0,498.0,455.0,529.039387308534,478.5,571.0,Prom.Año: Nac–alumno regular,2.0,4.37,4.35,28,22,56,39.29,0,1,0,0
1334,20316177,F,Edad 17-23,Enfermeria,2020,T1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.9,829.0,850.0,629.0,634.0,522.7393162393163,633.0,631.5,723.0,Prom.Ant: Nac–alumno regular,2.0,6.19,6.2,23,23,56,41.07,0,0,0,0
1336,20316239,M,Edad 17-23,Ingeco,2019,H3,ANTOFAGASTA,SIN BEA,Servicio Local de Educacion,Egreso media 2015-2020,5.9,619.0,686.0,690.0,594.0,604.0,583.0,642.0,658.0,Otra situacion,8.0,5.25,4.64,35,28,56,50.0,2,0,0,0
1339,20316244,F,Edad 17-23,Ingeco,2018,T1,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.33,688.0,771.0,530.0,536.0,457.0,529.039387308534,533.0,635.0,Prom.Año: Nac–alumno regular,3.0,4.87,5.2,49,45,56,80.36,1,1,0,0
1343,20316251,F,Edad 17-23,Ingeco,2018,H1,ANTOFAGASTA,BEA,Particular Subvencionado,Egreso media 2015-2020,6.28,678.0,764.0,566.0,605.0,510.0,529.039387308534,585.5,656.0,Prom.Año: Nac–alumno regular,2.0,5.45,5.38,48,46,56,82.14,0,0,0,0
1347,20316388,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.15,651.0,685.0,596.0,575.0,522.7393162393163,620.0,585.5,635.0,Prom.Año: Nac–alumno regular,5.0,4.962957516339872,6.23,21,21,56,37.5,9,0,0,0
1351,20316429,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.53,729.0,768.0,646.0,558.0,522.7393162393163,570.0,602.0,670.0,Prom.Año: Nac–alumno regular,2.0,5.35,5.87,44,44,56,78.57,0,0,0,0
1355,20316446,M,Edad 17-23,Ingeco,2019,H2,ANTOFAGASTA,SIN BEA,Particular Pagado,Egreso media 2015-2020,5.4,515.0,538.0,555.0,482.0,465.0,488.0,518.5,526.0,Prom.Año: Nac–alumno regular,6.0,4.21,4.21,7,4,56,7.14,0,0,0,1
1358,20316570,M,Edad 17-23,Ingeco,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.25,466.0,467.0,537.0,544.0,523.0,537.0,540.5,502.0,Prom.Año: Nac–alumno regular,5.0,4.56,4.62,45,42,56,75.0,0,0,0,0
1362,20316651,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,6.2,669.0,700.0,502.0,579.0,522.7393162393163,537.0,540.5,616.0,Prom.Ant: Nac–alumno regular,3.0,5.35,5.62,35,34,56,60.71,0,0,0,0
1365,20316667,F,Edad 17-23,Enfermeria,2019,T3,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.5,742.0,809.0,495.0,594.0,522.7393162393163,521.0,544.5,667.0,Prom.Año: Nac–alumno regular,1.0,5.65,5.89,32,32,56,57.14,0,0,0,0
1368,20316736,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.0,620.0,647.0,612.0,640.0,522.7393162393163,620.0,626.0,627.0,Prom.Año: Nac–alumno regular,9.0,5.69,6.12,44,44,56,78.57,0,0,0,0
1372,20316776,M,Edad 17-23,Enfermeria,2018,T2,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.05,631.0,695.0,544.0,527.0,522.7393162393163,537.0,535.5,596.0,Prom.Año: Nac–alumno regular,3.0,5.25,5.68,43,43,56,76.79,0,0,0,0
1376,20317141,F,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.6,538.0,538.0,466.0,498.0,385.0,420.0,482.0,502.0,Prom.Año: Nac–alumno regular,4.0,4.61,4.53,34,25,56,44.64,3,0,0,0
1379,20317169,F,Edad 17-23,Enfermeria,2018,T3,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.35,693.0,779.0,442.0,495.0,522.7393162393163,392.0,468.5,840.0,Prom.Año: Nac–alumno regular,3.0,5.32,5.89,44,44,56,78.57,0,0,0,0
1383,20317193,F,Edad 17-23,Enfermeria,2019,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.9,606.0,627.0,663.0,657.0,522.7393162393163,687.0,660.0,644.0,Prom.Ant: Nac–alumno regular,2.0,5.95,6.08,33,33,56,58.93,0,0,0,0
1386,20317247,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.85,795.0,850.0,637.0,644.0,522.7393162393163,651.0,640.5,729.0,Prom.Año: Nac–alumno regular,7.0,5.92,6.23,44,44,56,78.57,0,0,0,0
1390,20317293,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,BEA,Municipal,Egreso media 2015-2020,6.38,698.0,739.0,588.0,518.0,522.7393162393163,596.0,553.0,599.0808080808081,Prom.Año: Nac–alumno regular,4.0,4.962957516339872,6.13,21,21,56,37.5,9,0,0,0
1394,20317413,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.0,555.0,562.0,488.0,458.0,562.0,403.0,473.0,527.0,Prom.Año: Nac–alumno regular,6.0,5.61,5.24,24,22,56,39.29,0,0,0,0
1396,20317502,M,Edad 17-23,Enfermeria,2019,H1,OTRA PROVINCIA,SIN BEA,Municipal,Egreso media 2015-2020,6.0,631.0,695.0,608.0,624.0,569.0,640.0,616.0,651.0,Prom.Ant: Nac–alumno regular,3.0,5.25,5.69,34,34,56,60.71,0,0,0,0
1399,20317683,F,Edad 17-23,Ingeco,2019,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.9,599.0,613.0,458.0,481.0,522.7393162393163,425.0,469.5,558.0,Prom.Año: Nac–alumno regular,2.0,5.09,4.88,32,31,56,55.36,0,0,0,0
1402,20317703,F,Edad 17-23,Enfermeria,2020,T1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.3,689.0,747.0,584.0,664.0,522.7393162393163,709.0,624.0,699.0,Prom.Ant: Nac–alumno regular,2.0,6.12,6.12,10,10,56,17.86,0,0,0,1
1404,20317712,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Municipal,Egreso media 2015-2020,5.83,585.0,843.0,424.0,338.0,522.7393162393163,371.0,381.0,856.0,Prom.Año: Nac–alumno regular,3.0,4.7,5.21,45,38,56,67.86,3,0,1,0
1408,20317776,F,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,555.0,567.0,582.0,526.0,582.0,470.0,554.0,564.0,Prom.Ant: Nac–alumno regular,10.0,5.9,5.7,25,25,56,44.64,0,0,0,0
1410,20317803,F,Edad 17-23,Enfermeria,2018,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,6.5,723.0,843.0,663.0,619.0,522.7393162393163,591.0,641.0,701.0,Prom.Año: Nac–alumno regular,8.0,5.35,5.84,42,41,56,73.21,1,0,0,0
1414,20317834,M,Edad 17-23,Ingeco,2020,H1,ANTOFAGASTA,SIN BEA,Particular Subvencionado,Egreso media 2015-2020,5.0,416.0,416.0,422.0,247.0,522.7393162393163,306.0,334.5,432.0,Prom.Año: Nac–alumno regular,9.0,2.14,2.14,9,3,56,5.36,0,0,0,1
